aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
4.04,7.61,0.01,3.62,0.00,3.54,0.45,0.91,1.26,0.74,0.74,0.16,15.37,1.08,0.00,38.53,1.56,0.01,0.16,0.08
3.64,2.33,0.00,1.19,0.00,5.58,0.82,1.83,0.04,0.00,0.00,0.11,11.04,1.36,0.00,59.68,4.18,0.09,0.07,0.06
0.35,21.29,0.02,0.25,0.00,4.57,0.51,0.01,1.10,0.89,0.89,0.14,17.18,1.31,0.01,11.39,1.36,0.00,0.41,0.08
1.07,22.83,0.03,2.00,0.00,3.52,0.05,1.65,0.61,0.00,0.00,0.15,16.50,1.40,0.00,41.88,4.90,0.05,0.48,0.06
4.15,0.85,0.03,2.55,0.01,3.15,0.76,0.84,0.04,0.13,0.00,0.12,2.06,1.84,0.00,36.32,1.20,0.07,0.33,0.06
4.40,27.09,0.02,2.30,0.00,4.57,0.63,0.94,1.13,0.00,0.00,0.02,1.55,1.81,0.01,36.55,3.14,0.03,0.18,0.05
1.54,14.49,0.00,0.02,0.00,4.71,0.19,1.30,0.95,1.00,1.00,0.13,17.98,1.87,0.01,15.73,3.83,0.00,0.49,0.09
4.62,20.46,0.04,0.27,0.01,5.41,0.61,1.93,0.02,0.00,0.00,0.19,11.49,1.05,0.01,46.83,1.50,0.06,0.21,0.02
1.71,27.61,0.05,3.51,0.01,6.48,0.49,0.25,0.41,0.72,0.72,0.16,17.10,1.11,0.01,5.74,3.58,0.03,0.49,0.04
1.71,8.11,0.01,1.47,0.01,3.27,0.77,1.56,1.47,0.00,0.00,0.17,12.39,1.29,0.01,47.39,3.54,0.05,0.50,0.01
0.15,1.38,0.03,3.14,0.00,2.73,0.39,1.26,0.13,0.93,0.93,0.17,4.00,1.01,0.00,38.53,0.16,0.07,0.27,0.01
3.42,25.50,0.01,2.64,0.01,7.55,0.80,0.99,0.36,0.00,0.00,0.11,7.65,1.30,0.00,44.98,7.04,0.02,0.09,0.00
4.76,27.08,0.01,2.39,0.00,0.06,0.46,1.56,1.15,0.07,0.00,0.04,12.52,1.37,0.00,19.53,5.15,0.04,0.48,0.03
2.53,20.11,0.02,2.39,0.00,4.86,0.41,1.62,0.98,0.00,0.00,0.11,4.09,1.67,0.01,46.47,1.63,0.09,0.16,0.02
0.70,24.86,0.00,3.14,0.01,4.36,0.84,0.40,0.71,0.20,0.01,0.02,3.10,1.96,0.01,33.11,1.12,0.09,0.45,0.02
1.85,26.94,0.00,1.95,0.00,7.57,0.78,0.36,0.03,0.00,0.00,0.06,5.22,1.96,0.00,49.76,7.97,0.09,0.21,0.05
0.87,27.35,0.03,0.96,0.01,7.79,0.65,1.23,0.84,0.33,0.01,0.06,10.96,1.39,0.00,3.43,2.39,0.05,0.26,0.05
3.72,20.11,0.03,1.28,0.00,6.82,0.54,1.26,1.27,0.00,0.00,0.18,14.58,1.10,0.00,34.55,6.00,0.07,0.31,0.04
2.99,0.22,0.00,2.58,0.01,1.43,0.35,1.69,1.32,0.99,0.99,0.06,16.95,1.17,0.00,27.25,2.39,0.07,0.25,0.00
3.77,17.25,0.04,3.51,0.00,2.34,0.79,1.72,0.73,0.00,0.00,0.16,10.32,1.86,0.00,40.75,4.73,0.07,0.49,0.09
4.96,19.39,0.03,3.01,0.00,1.73,0.64,0.36,0.64,0.69,0.69,0.01,1.16,1.56,0.00,31.08,1.45,0.07,0.32,0.05
0.60,27.18,0.04,2.87,0.01,5.24,0.42,1.92,1.44,0.00,0.00,0.15,2.17,1.87,0.01,46.97,6.71,0.01,0.46,0.05
2.79,29.26,0.01,3.19,0.01,6.89,0.41,0.09,0.71,0.84,0.84,0.12,8.60,1.74,0.00,16.31,2.21,0.08,0.19,0.01
4.20,0.29,0.03,3.65,0.00,1.36,0.42,1.31,0.63,0.00,0.00,0.14,15.88,1.83,0.00,53.92,1.04,0.10,0.34,0.08
3.13,0.25,0.02,3.58,0.00,0.81,0.83,0.30,1.24,0.51,0.51,0.10,10.90,1.20,0.00,18.64,1.32,0.04,0.02,0.05
0.40,10.11,0.03,0.15,0.01,4.80,0.44,1.17,0.90,0.00,0.00,0.01,17.66,1.04,0.01,45.25,6.55,0.10,0.19,0.04
4.70,14.03,0.03,2.07,0.01,6.93,0.41,0.05,0.10,0.42,0.00,0.17,10.82,1.59,0.01,23.22,3.48,0.07,0.23,0.09
4.90,11.06,0.04,3.58,0.01,0.21,0.20,0.41,0.24,0.00,0.00,0.13,15.88,1.77,0.01,48.37,3.55,0.07,0.04,0.03
0.36,7.11,0.04,2.04,0.01,5.85,0.75,1.44,0.58,0.21,0.01,0.07,0.60,1.27,0.00,26.57,3.28,0.05,0.15,0.02
0.76,25.22,0.02,2.99,0.00,2.28,0.89,1.27,1.25,0.00,0.00,0.08,7.49,1.32,0.01,37.70,7.52,0.01,0.15,0.08
3.57,18.23,0.04,0.86,0.00,5.14,0.61,0.16,0.23,0.44,0.01,0.09,7.08,1.66,0.00,3.30,7.53,0.05,0.06,0.05
0.83,14.59,0.03,2.84,0.00,0.24,0.27,1.23,1.01,0.00,0.00,0.04,11.89,1.73,0.01,44.91,4.47,0.02,0.29,0.01
0.01,15.03,0.03,3.40,0.00,6.71,0.48,1.13,1.43,0.63,0.63,0.15,6.66,1.15,0.01,1.87,5.59,0.05,0.08,0.05
0.93,20.77,0.02,3.23,0.00,4.00,0.71,1.56,0.63,0.00,0.00,0.14,6.29,1.62,0.01,46.27,1.77,0.06,0.03,0.01
2.06,15.16,0.03,3.04,0.01,1.78,0.48,0.75,0.09,0.84,0.84,0.18,11.36,1.98,0.00,31.24,3.60,0.03,0.42,0.05
1.05,24.93,0.01,3.18,0.00,5.04,0.28,0.13,0.84,0.00,0.00,0.17,18.82,1.00,0.00,51.00,6.42,0.05,0.12,0.00
4.05,24.04,0.00,3.74,0.01,5.24,0.61,1.33,0.18,0.81,0.81,0.04,15.78,1.81,0.01,14.78,1.29,0.00,0.44,0.07
0.74,14.13,0.00,0.74,0.00,3.23,0.55,0.63,0.70,0.00,0.00,0.14,8.95,1.20,0.01,49.41,5.76,0.06,0.50,0.02
4.98,26.21,0.04,0.51,0.00,5.89,0.73,0.87,0.29,0.58,0.58,0.20,8.27,1.90,0.01,20.90,7.52,0.06,0.26,0.02
4.93,24.72,0.05,3.68,0.00,7.63,0.21,1.56,1.02,0.00,0.00,0.08,1.79,1.77,0.00,48.48,1.98,0.03,0.47,0.06
4.55,14.38,0.04,2.30,0.00,1.23,0.77,0.36,0.37,0.45,0.00,0.03,9.55,1.38,0.01,0.74,4.99,0.05,0.33,0.06
0.39,23.54,0.00,2.29,0.01,7.06,0.40,1.19,0.52,0.00,0.00,0.06,13.75,1.41,0.01,52.36,3.10,0.07,0.31,0.08
2.77,0.09,0.00,1.03,0.00,5.47,0.54,1.95,0.56,0.94,0.94,0.01,15.78,2.00,0.01,25.95,4.31,0.01,0.06,0.01
3.78,22.04,0.05,1.79,0.00,0.32,0.47,0.10,1.07,0.00,0.00,0.09,16.23,1.73,0.01,46.03,7.81,0.07,0.20,0.00
1.52,29.23,0.02,1.43,0.01,3.29,0.46,0.01,1.28,0.77,0.77,0.14,2.06,1.93,0.00,29.00,2.27,0.02,0.25,0.07
4.45,7.48,0.03,0.83,0.00,3.03,0.36,0.55,1.14,0.00,0.00,0.18,15.86,1.83,0.01,48.83,7.79,0.08,0.13,0.01
4.95,2.83,0.01,0.20,0.00,4.07,0.56,0.75,1.26,0.87,0.87,0.10,0.43,1.29,0.01,26.15,1.01,0.07,0.16,0.08
0.27,9.74,0.01,3.58,0.00,6.71,0.16,1.53,1.17,0.00,0.00,0.09,14.04,1.00,0.01,55.11,0.54,0.03,0.39,0.04
0.19,0.75,0.02,0.71,0.01,7.59,0.34,0.36,1.14,0.22,0.00,0.07,1.20,1.89,0.01,56.89,2.74,0.02,0.18,0.06
1.48,0.35,0.04,2.16,0.01,6.06,0.85,1.40,0.44,0.00,0.00,0.15,10.30,1.17,0.01,58.17,4.51,0.02,0.18,0.08
1.45,23.77,0.02,1.53,0.01,4.18,0.53,1.99,0.81,0.19,0.00,0.10,3.77,1.65,0.00,2.08,4.51,0.10,0.07,0.02
0.99,28.95,0.05,2.13,0.01,7.64,0.04,0.84,0.62,0.00,0.00,0.09,10.81,1.50,0.00,57.11,0.20,0.03,0.48,0.02
2.69,0.97,0.04,0.36,0.00,0.81,0.05,0.80,0.36,0.64,0.64,0.09,6.88,1.07,0.01,0.33,2.58,0.03,0.06,0.08
0.79,22.39,0.01,1.13,0.01,3.35,0.19,1.54,0.47,0.00,0.00,0.04,0.61,1.29,0.01,46.32,2.28,0.10,0.35,0.08
2.45,4.24,0.00,1.86,0.01,0.71,0.24,1.32,0.83,0.60,0.60,0.07,7.51,1.12,0.00,37.13,6.87,0.06,0.30,0.00
2.10,8.22,0.04,2.17,0.00,0.26,0.03,1.22,0.78,0.00,0.00,0.08,17.53,1.51,0.01,53.64,7.02,0.04,0.20,0.01
0.50,19.14,0.03,1.08,0.00,5.57,0.19,0.68,1.36,0.74,0.74,0.13,1.51,1.01,0.01,3.14,2.21,0.01,0.41,0.08
3.41,14.05,0.01,2.76,0.00,3.15,0.52,1.67,0.62,0.00,0.00,0.09,13.71,1.89,0.01,35.99,3.78,0.07,0.07,0.06
3.52,27.71,0.02,1.80,0.00,7.30,0.55,1.32,0.59,0.18,0.01,0.12,15.67,1.97,0.01,6.43,5.57,0.04,0.03,0.05
1.08,23.87,0.04,2.54,0.01,5.29,0.58,1.56,0.21,0.00,0.00,0.11,4.39,1.83,0.00,37.23,7.92,0.09,0.29,0.04
2.24,5.52,0.03,0.80,0.00,4.16,0.54,0.04,0.60,0.39,0.01,0.02,2.50,1.40,0.00,18.77,7.42,0.05,0.10,0.08
2.84,14.84,0.02,1.52,0.00,5.19,0.18,0.69,1.06,0.00,0.00,0.06,1.60,1.27,0.00,50.99,5.22,0.01,0.21,0.06
0.95,2.66,0.01,1.29,0.01,4.11,0.28,1.77,0.06,0.75,0.75,0.10,0.75,1.99,0.01,20.55,0.75,0.04,0.10,0.05
2.69,29.07,0.03,1.85,0.01,5.31,0.07,1.12,0.53,0.00,0.00,0.16,14.47,1.91,0.01,52.66,0.84,0.02,0.13,0.03
1.65,4.96,0.04,0.72,0.00,3.42,0.82,1.93,0.45,0.63,0.63,0.12,3.83,1.61,0.01,38.27,5.90,0.05,0.45,0.02
2.70,29.42,0.03,2.33,0.01,2.94,0.73,1.05,0.81,0.00,0.00,0.07,4.62,1.42,0.00,47.09,5.73,0.07,0.35,0.02
2.08,3.15,0.03,1.71,0.00,3.51,0.36,0.20,0.64,0.18,0.01,0.13,4.17,1.85,0.00,15.84,5.81,0.06,0.34,0.04
4.11,0.93,0.05,3.21,0.01,1.46,0.59,0.31,1.30,0.00,0.00,0.15,15.46,1.58,0.01,50.19,5.69,0.09,0.18,0.04
1.49,20.33,0.04,0.72,0.00,7.21,0.55,0.40,1.09,0.65,0.65,0.14,2.98,1.06,0.01,15.26,6.08,0.08,0.48,0.04
1.99,28.74,0.02,3.15,0.00,6.40,0.27,0.20,0.58,0.00,0.00,0.11,11.70,1.58,0.01,20.46,7.21,0.07,0.46,0.09
1.08,17.63,0.03,0.67,0.01,6.26,0.56,1.74,0.66,0.07,0.01,0.09,0.42,1.85,0.01,29.30,2.59,0.02,0.18,0.05
0.28,15.65,0.04,3.92,0.00,0.39,0.79,0.31,0.74,0.00,0.00,0.02,14.29,1.31,0.01,52.65,6.24,0.03,0.11,0.05
4.11,7.02,0.03,2.27,0.01,4.51,0.75,1.29,0.83,0.16,0.00,0.15,13.29,1.41,0.01,24.73,5.73,0.08,0.49,0.09
4.44,26.00,0.02,0.38,0.01,3.02,0.55,0.66,0.49,0.00,0.00,0.15,14.25,1.37,0.00,40.82,2.16,0.06,0.46,0.05
3.36,20.61,0.02,0.86,0.01,1.74,0.70,1.08,0.70,0.87,0.87,0.11,9.73,1.12,0.01,14.49,3.54,0.02,0.47,0.07
3.83,15.44,0.04,1.65,0.00,6.64,0.71,1.47,0.15,0.00,0.00,0.09,18.95,1.92,0.00,33.07,3.55,0.05,0.18,0.07
2.10,7.61,0.02,1.98,0.01,4.75,0.49,0.20,1.15,0.61,0.61,0.13,7.45,1.65,0.00,34.68,3.19,0.03,0.24,0.02
4.93,8.36,0.01,0.38,0.00,3.13,0.57,1.18,0.03,0.00,0.00,0.07,0.46,1.65,0.00,56.99,1.73,0.05,0.43,0.04
4.85,11.43,0.01,1.04,0.00,6.81,0.87,0.92,1.20,0.20,0.00,0.01,18.55,1.93,0.00,22.43,4.58,0.01,0.20,0.04
3.56,21.63,0.03,2.52,0.01,5.02,0.79,1.49,0.65,0.00,0.00,0.16,13.24,1.21,0.00,37.90,6.82,0.02,0.34,0.01
0.71,20.24,0.02,3.93,0.00,0.12,0.02,1.05,0.68,0.39,0.00,0.16,7.45,1.81,0.00,23.36,6.30,0.02,0.39,0.03
1.70,8.98,0.31,3.52,0.01,0.72,0.83,0.17,0.05,0.00,0.00,0.05,16.86,1.28,0.01,32.64,6.78,0.08,0.34,0.02
4.77,23.72,0.02,2.09,0.00,2.40,0.30,0.86,1.34,0.97,0.97,0.09,1.52,1.11,0.00,15.47,4.89,0.04,0.21,0.01
2.37,21.06,0.35,3.66,0.08,5.64,0.68,0.66,0.90,0.00,0.00,0.10,2.80,1.96,0.00,50.64,3.21,0.08,0.27,0.05
2.20,23.23,0.04,1.42,0.00,4.52,0.52,0.61,0.35,0.86,0.86,0.13,7.97,1.96,0.00,18.03,7.82,0.03,0.40,0.01
1.06,13.92,0.48,1.28,0.04,4.83,0.53,0.02,0.99,0.00,0.00,0.08,15.15,1.64,0.01,9.22,7.07,0.07,0.44,0.01
0.11,3.54,0.04,0.66,0.00,6.99,0.21,0.40,0.79,0.63,0.63,0.12,7.46,1.72,0.01,14.71,4.66,0.07,0.28,0.01
1.41,11.23,0.87,2.99,0.03,7.42,0.03,1.66,1.08,0.00,0.00,0.02,1.85,1.51,0.00,17.00,1.72,0.02,0.45,0.05
2.22,11.87,0.03,3.96,0.01,7.17,0.27,1.50,0.23,0.18,0.01,0.17,16.15,1.36,0.00,15.81,4.98,0.07,0.47,0.07
0.99,14.37,0.21,3.14,0.07,0.93,0.43,1.38,0.11,0.00,0.00,0.14,10.22,1.95,0.01,45.67,5.42,0.08,0.19,0.02
2.08,25.21,0.01,2.13,0.00,1.22,0.52,0.40,0.59,0.61,0.61,0.04,18.49,1.38,0.01,18.52,0.05,0.03,0.05,0.02
2.41,5.50,0.81,2.34,0.04,1.50,0.62,1.88,0.33,0.00,0.00,0.02,19.52,1.83,0.01,53.62,2.84,0.10,0.24,0.08
2.88,0.26,0.03,3.37,0.00,6.13,0.29,0.18,0.91,0.78,0.78,0.17,7.09,1.83,0.01,51.29,3.81,0.07,0.03,0.06
3.98,19.77,0.88,1.47,0.09,6.40,0.10,1.86,0.86,0.00,0.00,0.20,14.12,1.99,0.00,24.19,7.24,0.08,0.08,0.07
2.21,18.61,0.03,1.47,0.01,4.10,0.11,1.80,1.39,0.31,0.01,0.18,17.85,1.96,0.00,28.03,0.15,0.05,0.33,0.08
0.65,24.48,0.66,1.31,0.01,3.54,0.77,1.45,0.98,0.00,0.00,0.17,14.84,1.89,0.00,30.43,4.99,0.08,0.25,0.08
2.10,16.92,0.00,0.56,0.01,1.04,0.64,0.12,0.48,0.93,0.93,0.14,0.49,1.76,0.01,15.42,3.24,0.05,0.03,0.04
0.27,16.66,0.70,2.03,0.12,6.55,0.49,0.82,1.24,0.00,0.00,0.11,5.71,1.79,0.01,55.59,0.08,0.03,0.31,0.01
1.08,1.23,0.04,3.90,0.01,2.29,0.88,0.49,1.15,0.70,0.70,0.08,9.24,1.67,0.00,40.75,6.72,0.07,0.42,0.07
3.32,3.50,0.54,3.17,0.08,5.92,0.15,0.60,1.29,0.00,0.00,0.15,8.85,1.33,0.01,21.71,7.80,0.05,0.33,0.06
4.08,5.24,0.03,2.51,0.01,5.67,0.84,1.77,0.94,0.22,0.01,0.13,0.40,1.71,0.01,2.88,4.51,0.07,0.02,0.05
1.40,21.86,0.40,1.00,0.08,0.42,0.76,0.17,0.58,0.00,0.00,0.01,18.99,1.80,0.01,22.50,1.30,0.08,0.48,0.08
4.50,24.24,0.01,2.68,0.01,3.31,0.86,0.46,0.33,0.92,0.92,0.03,5.90,1.02,0.01,18.88,7.48,0.06,0.30,0.06
1.93,19.16,0.57,3.74,0.12,0.16,0.42,1.00,0.09,0.00,0.00,0.10,4.92,2.12,0.01,26.98,1.97,0.03,0.06,0.05
2.05,1.57,0.03,2.06,0.01,4.74,0.14,0.49,1.39,0.75,0.75,0.06,5.43,1.53,0.01,21.35,6.31,0.09,0.23,0.06
4.98,23.88,0.37,3.95,0.09,0.89,0.51,1.35,1.07,0.00,0.00,0.10,1.21,1.23,0.01,17.75,5.58,0.09,0.38,0.03
1.55,0.03,0.01,1.19,0.01,0.21,0.85,0.58,0.34,0.53,0.53,0.18,4.25,1.21,0.01,25.24,6.53,0.07,0.27,0.05
2.94,18.72,0.10,3.79,0.12,6.11,0.54,0.79,0.54,0.00,0.00,0.13,18.52,1.83,0.01,11.33,4.33,0.10,0.05,0.02
0.41,14.52,0.02,0.77,0.01,0.60,0.80,1.94,1.31,0.69,0.69,0.19,15.32,1.54,0.00,6.86,1.79,0.06,0.42,0.01
0.66,2.31,0.57,0.76,0.07,2.10,0.77,1.54,0.62,0.00,0.00,0.02,2.34,1.21,0.01,0.43,0.98,0.01,0.47,0.03
0.97,24.00,0.03,2.45,0.01,2.16,0.10,1.76,0.74,0.32,0.00,0.05,11.35,1.96,0.00,0.48,0.10,0.07,0.09,0.01
3.52,15.74,0.99,0.83,0.12,5.61,0.47,1.08,1.43,0.00,0.00,0.08,2.01,1.35,0.01,20.31,6.89,0.06,0.12,0.08
4.25,28.90,0.04,1.11,0.01,0.40,0.37,0.77,0.46,0.19,0.00,0.06,13.37,1.68,0.01,15.80,0.73,0.01,0.42,0.03
2.16,16.93,0.25,0.92,0.04,7.97,0.88,1.15,0.34,0.00,0.00,0.07,18.44,1.69,0.00,56.85,1.14,0.10,0.40,0.01
1.19,14.94,0.01,1.80,0.00,1.67,0.20,1.08,0.52,0.74,0.74,0.07,4.52,1.52,0.00,17.72,4.91,0.04,0.45,0.02
4.93,26.84,0.77,0.80,0.03,1.24,0.68,0.71,0.99,0.00,0.00,0.07,0.96,1.24,0.00,24.38,1.00,0.00,0.41,0.05
0.96,5.11,0.00,1.17,0.01,0.20,0.18,0.18,0.37,0.03,0.01,0.08,10.84,1.82,0.01,0.90,2.77,0.03,0.43,0.03
4.17,17.89,0.29,4.32,0.04,0.11,0.41,1.82,0.22,0.00,0.00,0.11,9.02,1.94,0.01,22.44,0.88,0.10,0.10,0.07
4.65,18.55,0.01,3.59,0.01,5.35,0.13,1.04,0.09,0.83,0.83,0.15,17.52,1.69,0.01,7.60,3.29,0.07,0.35,0.05
0.73,18.89,0.49,0.84,0.08,5.32,0.20,1.18,1.00,0.00,0.00,0.09,10.07,1.99,0.01,14.77,3.05,0.03,0.13,0.08
2.78,0.51,0.04,2.44,0.01,1.09,0.33,1.94,1.49,0.15,0.00,0.11,9.96,1.84,0.01,28.44,2.54,0.04,0.50,0.09
1.20,8.02,0.59,1.27,0.10,3.98,0.65,1.51,1.46,0.00,0.00,0.06,9.62,1.87,0.00,34.73,1.74,0.03,0.01,0.06
3.97,7.47,0.00,2.26,0.00,3.41,0.43,1.22,0.33,0.23,0.00,0.15,1.67,1.80,0.00,53.36,2.61,0.10,0.38,0.02
0.32,10.57,0.65,1.36,0.02,3.89,0.12,1.77,0.43,0.00,0.00,0.11,13.02,1.76,0.01,36.24,0.90,0.02,0.16,0.06
0.46,22.49,0.04,0.04,0.00,3.04,0.68,0.42,0.71,0.85,0.85,0.08,0.21,1.57,0.01,42.98,1.02,0.05,0.27,0.01
4.37,20.54,0.68,3.28,0.05,7.43,0.61,1.23,1.44,0.00,0.00,0.01,9.54,2.43,0.00,56.52,3.22,0.07,0.18,0.08
3.00,11.13,0.01,3.25,0.00,2.14,0.39,1.29,0.85,0.65,0.65,0.12,17.64,1.54,0.01,17.04,2.67,0.04,0.42,0.08
2.41,26.95,0.30,1.25,0.09,4.10,0.13,1.34,0.29,0.00,0.00,0.17,15.29,2.03,0.00,39.48,7.99,0.06,0.50,0.06
1.87,0.07,0.03,3.02,0.01,6.16,0.37,1.11,0.61,0.73,0.73,0.18,12.09,1.86,0.01,36.11,3.83,0.06,0.33,0.07
3.36,21.97,0.65,0.59,0.02,7.52,0.73,1.05,1.00,0.00,0.00,0.11,2.66,1.09,0.00,44.89,0.49,0.04,0.47,0.05
3.59,19.74,0.04,2.88,0.00,6.00,0.78,1.92,0.29,0.02,0.01,0.19,13.30,1.44,0.01,6.39,1.27,0.05,0.11,0.06
1.87,6.71,0.04,0.95,0.07,2.63,0.25,1.09,1.35,0.00,0.00,0.03,17.60,1.84,0.01,55.42,1.15,0.08,0.26,0.08
4.03,25.54,0.05,0.34,0.01,1.84,0.32,1.10,0.22,0.21,0.01,0.19,17.93,1.38,0.01,17.62,2.08,0.06,0.11,0.05
3.47,2.30,0.04,3.03,0.02,3.29,0.73,0.27,0.53,0.00,0.00,0.11,14.37,2.08,0.01,24.94,3.29,0.04,0.17,0.00
1.06,20.37,0.00,2.43,0.01,0.23,0.36,1.93,0.23,0.42,0.01,0.20,13.79,1.15,0.00,2.16,7.47,0.09,0.49,0.08
4.46,15.04,0.93,2.47,0.07,6.64,0.62,1.57,0.26,0.00,0.00,0.18,2.17,2.06,0.01,36.70,2.39,0.01,0.20,0.05
1.22,20.41,0.01,3.91,0.01,4.02,0.08,0.95,1.46,0.08,0.01,0.18,9.69,1.59,0.01,24.43,7.35,0.06,0.18,0.02
4.62,25.74,0.84,3.99,0.01,3.09,0.72,0.46,1.41,0.00,0.00,0.05,9.77,1.50,0.01,24.68,4.55,0.03,0.19,0.00
4.03,26.19,0.02,2.93,0.01,3.96,0.40,0.76,1.05,0.40,0.01,0.19,13.73,1.98,0.00,5.89,2.53,0.05,0.41,0.07
1.74,22.70,0.16,2.13,0.12,5.89,0.78,1.53,0.87,0.00,0.00,0.08,9.20,1.31,0.01,20.46,7.77,0.06,0.11,0.05
2.67,27.18,0.03,2.55,0.01,5.68,0.25,1.71,0.80,0.13,0.01,0.18,16.11,1.19,0.01,5.35,4.10,0.01,0.36,0.01
1.92,6.00,0.46,4.66,0.08,3.48,0.52,1.03,0.51,0.00,0.00,0.01,1.53,1.92,0.01,14.35,2.21,0.02,0.48,0.04
2.24,21.76,0.03,1.10,0.01,5.12,0.13,1.68,0.76,0.78,0.78,0.16,5.33,1.75,0.00,30.09,4.05,0.03,0.12,0.08
2.76,26.09,0.15,3.28,0.02,4.12,0.17,1.56,0.91,0.00,0.00,0.01,11.57,1.12,0.01,58.84,6.16,0.05,0.05,0.08
2.63,26.73,0.04,0.27,0.01,0.78,0.90,1.86,0.26,0.55,0.55,0.01,1.74,1.24,0.01,11.52,1.34,0.03,0.19,0.05
1.68,15.65,0.70,3.25,0.03,4.35,0.74,1.35,1.24,0.00,0.00,0.19,18.08,1.74,0.00,43.13,1.71,0.09,0.44,0.05
4.38,22.68,0.01,0.73,0.01,1.36,0.67,1.26,0.59,0.75,0.75,0.01,3.76,1.28,0.01,17.71,1.03,0.02,0.02,0.06
0.06,29.19,0.37,3.15,0.05,8.31,0.68,1.09,0.00,0.00,0.00,0.09,17.94,2.03,0.00,36.56,3.76,0.09,0.30,0.00
3.59,9.62,0.04,3.52,0.00,4.70,0.62,1.03,0.27,0.19,0.00,0.16,6.00,1.62,0.00,24.82,5.24,0.02,0.25,0.01
4.54,3.97,0.22,2.09,0.11,4.74,0.32,0.90,0.55,0.00,0.00,0.14,6.04,1.64,0.00,25.09,6.15,0.04,0.16,0.04
2.01,3.43,0.04,1.78,0.01,4.56,0.52,1.83,1.30,0.12,0.00,0.13,7.29,1.14,0.01,10.95,5.13,0.07,0.44,0.08
3.57,23.09,0.65,3.37,0.04,4.95,0.76,1.85,1.24,0.00,0.00,0.12,2.87,1.14,0.01,0.76,3.19,0.08,0.37,0.06
3.15,0.12,0.01,1.68,0.00,3.75,0.61,1.44,0.79,0.15,0.01,0.20,8.05,1.57,0.00,34.91,3.51,0.08,0.21,0.00
4.40,26.75,0.22,1.59,0.03,0.94,0.61,0.91,0.42,0.00,0.00,0.11,13.66,1.35,0.01,46.31,0.50,0.04,0.35,0.00
3.25,10.69,0.04,0.63,0.00,5.10,0.76,1.45,0.89,0.21,0.00,0.18,15.35,1.24,0.00,9.55,0.38,0.01,0.22,0.03
2.56,12.98,0.71,1.94,0.12,2.93,0.87,1.88,0.40,0.00,0.00,0.09,12.42,1.62,0.01,52.24,4.70,0.10,0.04,0.05
4.06,1.31,0.02,1.21,0.00,1.84,0.55,1.80,1.46,0.88,0.88,0.09,16.91,1.07,0.01,9.01,2.62,0.04,0.38,0.05
2.39,19.80,0.93,3.30,0.01,4.58,0.26,0.08,0.34,0.00,0.00,0.15,8.72,1.56,0.01,42.76,2.41,0.09,0.12,0.05
4.49,3.08,0.01,3.28,0.00,7.43,0.29,1.67,0.47,0.54,0.54,0.14,4.94,1.64,0.01,45.28,0.80,0.04,0.40,0.03
1.76,9.39,0.22,4.45,0.04,2.28,0.90,0.22,0.68,0.00,0.00,0.16,11.46,2.09,0.01,43.63,6.14,0.09,0.44,0.06
1.88,7.08,0.04,0.49,0.01,7.81,0.44,1.87,1.14,0.41,0.00,0.03,2.76,1.68,0.00,8.02,3.54,0.08,0.17,0.05
3.50,22.22,0.79,1.21,0.04,2.81,0.36,0.29,0.51,0.00,0.00,0.05,2.09,2.19,0.01,24.14,5.45,0.07,0.04,0.07
1.39,9.01,0.02,0.78,0.01,1.80,0.27,0.83,0.48,0.43,0.00,0.12,1.67,1.88,0.00,45.85,2.07,0.06,0.31,0.03
3.42,0.97,0.08,2.40,0.04,2.97,0.84,1.92,1.20,0.00,0.00,0.08,19.28,1.85,0.01,23.93,0.37,0.02,0.46,0.08
1.92,23.86,0.05,0.39,0.01,1.58,0.42,1.56,1.07,0.19,0.00,0.10,2.06,1.70,0.01,24.53,2.88,0.03,0.46,0.00
3.18,28.09,0.53,1.23,0.00,3.70,0.68,1.29,1.04,0.00,0.00,0.08,15.12,1.52,0.01,39.36,3.39,0.01,0.20,0.03
3.38,10.07,0.01,2.68,0.01,3.05,0.49,1.08,1.14,0.91,0.91,0.14,5.35,1.83,0.01,44.50,0.10,0.03,0.21,0.06
1.14,28.74,0.68,2.39,0.06,1.43,0.85,1.59,1.04,0.00,0.00,0.14,6.66,1.73,0.01,43.96,2.67,0.05,0.35,0.08
1.03,16.96,0.01,1.79,0.01,2.50,0.62,0.79,0.15,0.62,0.62,0.11,6.94,1.09,0.00,19.33,4.62,0.02,0.41,0.07
0.99,10.73,0.36,4.90,0.11,5.49,0.72,0.30,0.52,0.00,0.00,0.13,8.61,1.32,0.01,21.82,4.27,0.06,0.25,0.05
0.92,21.90,0.03,0.60,0.00,7.24,0.14,1.20,1.31,0.91,0.91,0.03,18.96,1.47,0.00,7.24,6.44,0.04,0.01,0.08
2.73,8.92,0.59,4.09,0.06,0.45,0.09,0.54,0.14,0.00,0.00,0.07,8.76,2.00,0.01,17.15,2.91,0.08,0.43,0.09
4.93,6.05,0.04,2.00,0.01,6.85,0.40,1.64,0.29,0.31,0.01,0.18,14.61,1.61,0.01,34.70,2.18,0.05,0.19,0.04
